file,sha256,epochs,n_neg_strict,n_neg_below_1e-7,n_neg_below_1e-6,lambda_min_min,lambda_min_mean,variance_first,variance_last,variance_ratio,variance_range,spearman_var_cond_drop0,spearman_var_cond_all
raw_data_collapsed_relu.npz,a708ea30ebd03a3273b5bdcc78793301a77b1cb97b3383ac321e1195c54bc6b3,100,1,1,1,-1.8556338520547832e-06,-1.8556338520547833e-08,0.014239075163809152,0.014243936772720936,1.00034142729467,1.5850145465288665e-05,0.6693630179344465,0.6705430543054307
raw_data_collapsed_relu.npz,a708ea30ebd03a3273b5bdcc78793301a77b1cb97b3383ac321e1195c54bc6b3,100,1,1,1,-1.8556338520547832e-06,-1.8556338520547833e-08,0.014239075163809152,0.014243936772720936,1.00034142729467,1.5850145465288665e-05,0.6693630179344465,0.6705430543054307
raw_data_collapsed_swish.npz,0e4cecd4850af91ea94dac050ef6fe51cb54b0cd328731d88e9e99e0923c746c,100,72,1,0,-3.121995411870145e-07,1.1271255270444242e-08,0.015431789385202604,0.015852278203536303,1.0272482216959817,0.0028708175684397045,0.6086332714904144,0.6092409240924094
raw_data_collapsed_swish.npz,0e4cecd4850af91ea94dac050ef6fe51cb54b0cd328731d88e9e99e0923c746c,100,72,1,0,-3.121995411870145e-07,1.1271255270444242e-08,0.015431789385202604,0.015852278203536303,1.0272482216959817,0.0028708175684397045,0.6086332714904144,0.6092409240924094
raw_data_normal_swish.npz,8d0a186663204f9ff43c36801896d4478e55544a6d01be61ef1b8d1239d2b556,100,69,32,5,-6.345619013004012e-06,-2.2965526560048136e-07,0.013804447502853015,0.028848006442571298,2.0897617551596452,0.015131325566042693,0.33873840445269016,0.35837983798379847
raw_data_normal_swish.npz,8d0a186663204f9ff43c36801896d4478e55544a6d01be61ef1b8d1239d2b556,100,69,32,5,-6.345619013004012e-06,-2.2965526560048136e-07,0.013804447502853015,0.028848006442571298,2.0897617551596452,0.015131325566042693,0.33873840445269016,0.35837983798379847
